,address,company,conditions,date,description,duty,experience,name,requirements,salaryMAX,salaryMIN,schedule,skills,type_of_employment,url
231,Челябинск,Ростелеком,"Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",30 сентября 2020," Обязанности: выезд к действующим абонентам, осмотр оборудования, исправление технических сбоев и устранения неполадок, замена неисправного оборудования, перенастройка оборудования (кабельное телевидение, интернет) Требования : техническое образование (оконченное или неоконченное, средне-специальное, высшее) желание работать техническим специалистом Условия: работа в крупной региональной компании официальное трудоустройство по договору гражданско-правового характера официальная заработная плата (сдельная оплата труда, зависит от количество подключенных абонентов) возможность влиять на свой график работы (от нескольких часов до полной занятости, обговаривается на собеседовании) предоставление ближайшего к вам абонента (по карте вашего местонахождения в специальном приложении для мобильного телефона) обучение и стажировка за счет компании А еще у нас: Работа в современной ИТ-компании Профессиональный рост Широкие возможности обучения Доплаты и бонусы Насыщенная корпоративная жизнь Комфортные условия труда ","Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",не требуется,"Специалист по устранению неисправностей (интернет, IP телевидение, IP телефония)","Работа в современной ИТ-компании,Профессиональный рост,Широкие возможности обучения,Доплаты и бонусы,Насыщенная корпоративная жизнь,Комфортные условия труда",40000.0,25000.0,гибкий график,"Мобильность,Навыки составления отчетности,Творческое мышление,Аналитические способности,Умение планировать",Частичная занятость,https://tyumen.hh.ru/vacancy/39533593
487,Магнитогорск,G2R Limited,,7 октября 2020," Обязанности: Обработка заявок клиентов Ведение деловой переписки с турецкими поставщиками. Поиск товаров на турецком рынке. Организация и контроль отправки грузов от поставщика на склад Поддержка высокого уровня сервиса компании Обучаемость новому Требования: ЗНАНИЕ ТУРЕЦКОГО ЯЗЫКА! Грамотная устная и письменная речь Уверенный пользователь ПК, Ответственность и исполнительность, Умение работать в команде Успешный опыт работы в сфере закупок активность, нацеленность на результат, желание хорошо зарабатывать, обучаемость, стремление расти и развиваться Условия: График работы 5/2 с 09:00 - 19:00 Полный рабочий день. В Комфортном офисе, обучение. Оклад + премия за перевыполнения план Готовность к переезду ",,1–3 года,Менеджер со знанием турецкого языка,,40000.0,25000.0,полный день,"Грамотная речь,Пользователь ПК,Ведение переговоров,Деловая коммуникация,Работа в команде,Ориентация на результат,Деловое общение,Заключение договоров,Работа с поставщиками,Расчеты с поставщиками",Полная занятость,https://tyumen.hh.ru/vacancy/39668118
499,Магнитогорск,G2R Limited,"Работа в городе Магнитогорск, в молодом позитивном коллективе.,Комфортные условия труда;,Стабильный доход (оклад + %);,Карьерный рост;,Бесплатное обучение и введение в должность;,Оформление согласно ТК РФ.,График работы 5/2 с 09:00 - 18:00",12 октября 2020," Обязанности: Копирайтинг Анализ статистики Продвижение компании в Интернет рынке Ведение рекламной кампании (контекстная реклама, продвижение сайта) Письменное общение с клиентами Работа с отзывами Требования: Умение анализировать внутреннюю статистику соц. сетей Работа с контекстной рекламой (Yandex,Google) Выявлять причины положительного и отрицательного эффекта Опыт ведения групп в Вконтакте, Facebook, Instagram Базовое владение Photoshop или другими графическими редакторами Грамотная устная и письменная речь Условия: Работа в городе Магнитогорск, в молодом позитивном коллективе. Комфортные условия труда; Стабильный доход (оклад + %); Карьерный рост; Бесплатное обучение и введение в должность; Оформление согласно ТК РФ. График работы 5/2 с 09:00 - 18:00 ","Копирайтинг,Анализ статистики,Продвижение компании в Интернет рынке,Ведение рекламной кампании (контекстная реклама, продвижение сайта),Письменное общение с клиентами,Работа с отзывами",3–6 лет,Маркетолог - Интернет продвижение,"Умение анализировать внутреннюю статистику соц. сетей,Работа с контекстной рекламой (Yandex,Google),Выявлять причины положительного и отрицательного эффекта,Опыт ведения групп в Вконтакте, Facebook, Instagram,Базовое владение Photoshop или другими графическими редакторами,Грамотная устная и письменная речь",40000.0,25000.0,полный день,"Копирайтинг,Управление проектами,работа со статистикой,MS PowerPoint,Наполнение контентом,Adobe Photoshop,B2B маркетинг,Internet Marketing,Google Analytics,Интернет-реклама",Полная занятость,https://tyumen.hh.ru/vacancy/39743741
552,Челябинск,"Варяг, Холдинг предприятий безопасности",,12 октября 2020," «Варяг – технологии безопасности» – современный, стремительно развивающийся холдинг предприятий, разрабатывающих инновационные решения в области безопасности. Продуктами компании являются системы мониторинга и защиты имущества, инженерно-технические средства безопасности, услуги пультовой и физической охраны, а также образовательные услуги спецподготовки персонала. Пользователи продуктов и услуг под брендами компании - это более 20 000 клиентов на территории Уральского Федерального округа, от физических лиц и малого бизнеса до крупнейших федеральных и государственных компаний. В нынешних условиях пандемии, когда все сокращают штат и заработную плату, «Варяг» продолжает набор квалифицированных сотрудников. Приглашаем в нашу команду инженера-сборщика РЭА! Обязанности: первичный контроль поставляемых сборочных единиц прибора согласно заявленным характеристикам и монтажным схемам, выявление брака; комплексная сборка приборов согласно монтажной схеме – основная задача; выполнение ежемесячного плана сборки; тестирование основных консольных плат прибора; проведение диагностики гарантийных и не гарантийных приборов; составление отчётной документации по ежедневно выполняемым работам. Требования: средне-специальное или высшее техническое образование (предпочитаемая специализация - приборостроение, автоматизация производственных процессов); рассмотрим возможность трудоустройства выпускников техникумов, институтов; опыт работы в схожей должности приветствуется; навыки использования измерительного и паяльного оборудования, программирования микроконтроллеров, диагностики и ремонта радиоэлектронных устройств; навыки выполнения SMD монтажа (микроконтроллеры, элементы 0402,0603); общие знания в электротехнике, схемотехнике; внимательность, усидчивость, исполнительность. Условия: работа в крупной компании с развитой филиальной сетью; конкурентный уровень заработной платы (оклад + сделка); работа в команде молодых и амбициозных специалистов; развитая корпоративная культура; внутреннее и внешнее обучение за счёт компании (тренинги, курсы, семинары, профессиональная литература); возможность профессионального и карьерного роста; место работы: Курчатовский район. Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 3 рабочих дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным в резюме контактам. ","первичный контроль поставляемых сборочных единиц прибора согласно заявленным характеристикам и монтажным схемам, выявление брака;,комплексная сборка приборов согласно монтажной схеме – основная задача;,выполнение ежемесячного плана сборки;,тестирование основных консольных плат прибора;,проведение диагностики гарантийных и не гарантийных приборов;,составление отчётной документации по ежедневно выполняемым работам.",не требуется,Инженер-сборщик РЭА,,40000.0,25000.0,полный день,"Схемотехника электронного оборудования,Электротехнические работы,Сборочное производство,Пайка",Полная занятость,https://tyumen.hh.ru/vacancy/38843611
697,Челябинск,Гуру Групп,,3 октября 2020," Требуется модератор на первую линию поддержки Резюме отправлять на почту, отклики не рассматриваются!!! работа в офисе, удалёнка не рассматривается! цель проекта: -создание сервиса бесплатных объявлений -выход в топ в поисковых сетях -привлечение пользователей и контента -конкурентоспособность с существующими сервисами (авито/дром/юла) задачи: -модерация контента на сайте -выявление и устранение ошибок -консультация пользователей -работа с it-инфраструктурой офиса (ПК/оргтехника) требования: навыки работы с Битрикс24 -грамотная письменная и устная речь -Уверенный пользователь ПК -нестандартный подход к работе -умение работать в режиме многозадачности -навыки работы системным администратором ",,не требуется,Модератор сайта/программист,,40000.0,25000.0,полный день,"Грамотная речь,Windows 7,Грамотность,Поисковые системы,Многозадачность",Полная занятость,https://tyumen.hh.ru/vacancy/39602230
716,Челябинск,Креатив Челябинск,,13 октября 2020," Требуемый опыт работы: опыт настройки таргетированной рекламы в Инстаграм и Вконтакте более 1 года, который вы можете подтвердить (кейсами и рекомендациями). Только полная занятость, 5/2. Можно удаленно. Если не против, давай на ""ты""? Привет, меня зовут Василий, я директор интернет-агентства CREATIVE. Мы специализируемся на привлечении клиентов из веба - с помощью контекста, SEO, таргета, разработки конверсионных сайтов. Ты читаешь эту вакансию, так как ищешь: - интересную работу, которая станет делом жизни, а не просто офисной рутиной - коллектив , который станет второй семьей - жизнь , которая будет наполнена профессиональными подвигами и достатком Так ведь? Если так, то коротко о нас Мы входим в топ-10 агентств Челябинска по разработке и продвижению сайтов, являемся сертифицированным партнером Яндекса, Google, официальным партнеров Вконтакте и @Mail.ru. Золотым сертифицированным партнером 1С-Битрикс. В связи с ростом компании и перераспределении задач мы ищем в команду таргетолога. Возможно, ты этот человек. Давай о работе: Твоя задача будет вести рекламные кампании наших любимых клиентов. Считать бюджеты, планировать, оптимизировать, экспериментировать. <ol> Никаких ""начальников"". Мы — команда, где у каждого участника есть своя зона ответственности. Любое действие направлено на получение результата и успех каждого филиала. Поэтому у нас нет фраз ""это не моя работа"" и т.п. Есть цель - увеличить прибыль наших клиентов. Офис в центре Челябинска, на Сони Кривой 75а. Можно удаленно. Мы — молодой амбициозный коллектив: вместе работаем, отдыхаем, отмечаем, делимся переживаниями и живем по семейным ценностям. Тебе будет очень уютно с нами. График 5/2, но если что-то произошло в рекламной кампании, надо и в субботу в иметь возможность внести корректировки. Полный рабочий день с гибким началом. У тебя есть реальная возможность роста до тимлида или руководителя направления лидогенерации. И самое главное — мы постоянно учимся. Если чего-то не знаешь, но очень хочешь узнать, тебе к нам. Поддержим, поможем, подскажем! Вместе поставим цели и придем к ним! Очень важно, чтобы ты любил маркетинг, любил этот механизм так, что когда приходит заявка у тебя поднимался пульс. </ol> По деньгам: Оплачиваемый испытательный срок (1-3 месяца) в виде оклада, после испытательного срока оклад + %. Оклад зависит от твоего грейда и растет по мере роста компетенций. У нас прозрачный расчет зарплаты в онлайн-сервисе. В сопроводительном письме пришли ссылки на твои кейсы с максимальным рекламным бюджетом. ",,1–3 года,Таргетолог в Вконтакте/Instagram (специалист по интернет рекламе в социальных сетях),,40000.0,25000.0,полный день,"Интернет-реклама,Таргетинг,Интернет маркетинг,Яндекс.Метрика,Google Analytics,Internet Marketing,Продвижение в социальных группах,Социальные сети,Таргетированная реклама,Instagram,В контакте,myTarget",Полная занятость,https://tyumen.hh.ru/vacancy/39445029
764,Челябинск,Интерсвязь,,14 октября 2020," Компания ""Интерсвязь"" приглашает инженеров технической поддержки. Обязанности: Консультация абонентов по техническим вопросам. Решение технических проблем абонентов. Настройка оборудования для подключения новых абонентов. Требования: Коммуникабельность. Ответственность. Аналитический склад ума. Обучаемость. Стрессоустойчивость​. Умение вести телефонные переговоры. Знание сетевых технологий: моделей OSI, TCP/IP, коммуникация, маршрутизация, VLAN, среды передачи данных. Опыт работы с SOHO-оборудованием различных вендоров (Zyxel,D-Link, TP-Link, Asus, Netgear). Опыт работы с управляемым оборудованием D-Link, SNR, Eltex (опыт работы с оборудованием cisco приветствуется). Знание Linux/Mikrotik OS (считается конкурентным преимуществом). Понимание принципов работы SIP-телефонии (знание asterisk считается конкурентным преимуществом). Условия: Удаленный график из любого города, где есть офис компании Интерсвязь. График работы 5/2 или 2/2. Социальный пакет после прохождения испытательного срока (оплата сотовой связи и Интернет). Благодарим всех соискателей, которые направят отклик на данную вакансию. Ваше резюме будет рассмотрено в течение ближайшего времени. Встречи или тел. интервью будут проведены только с кандидатами, максимально соответствующим заявленным требованиям. ",,не требуется,Инженер технической поддержки,,40000.0,25000.0,полный день,"Английский — A1 — Начальный,Cisco,Linux,TCP/IP,SIP,Настройка сетевых подключений",Полная занятость,https://tyumen.hh.ru/vacancy/39696465
773,Челябинск,G2R Limited,,7 октября 2020," Обязанности: Обработка заявок клиентов Ведение деловой переписки с турецкими поставщиками. Поиск товаров на турецком рынке. Организация и контроль отправки грузов от поставщика на склад Поддержка высокого уровня сервиса компании Обучаемость новому Требования: ЗНАНИЕ ТУРЕЦКОГО ЯЗЫКА! Грамотная устная и письменная речь Уверенный пользователь ПК, Ответственность и исполнительность, Умение работать в команде Успешный опыт работы в сфере закупок активность, нацеленность на результат, желание хорошо зарабатывать, обучаемость, стремление расти и развиваться Условия: График работы 5/2 с 09:00 - 19:00 Полный рабочий день. В Комфортном офисе, обучение. Оклад + премия за перевыполнения план Готовность к переезду ",,1–3 года,Менеджер со знанием турецкого языка,,40000.0,25000.0,полный день,"Грамотная речь,Пользователь ПК,Ведение переговоров,Деловая коммуникация,Работа в команде,Ориентация на результат,Деловое общение,Заключение договоров,Работа с поставщиками,Расчеты с поставщиками",Полная занятость,https://tyumen.hh.ru/vacancy/39668117
805,Челябинск,ROCKSTONE,,6 октября 2020," Если ты много общаешься и это не ограничивается интернетом, то вакансия для тебя. Мы в поиске Комьюнити-менеджера для сSocial проекта. Rockstone - разработчик уникальных социальных мобильных проектов, работающий в индустрии с 2009 г. Среди наших проектов есть развивающиеся, а также игры на стадии LiveOps. Мы являемся разработчиками популярного социального проекта Kiss Me, в который играют более 45 000 000 пользователей. Локация: ТОЛЬКО ОФИС Челябинск Обязанности: Организация и перезапуск игровых сообществ/групп Привлечение активных пользователей в игровое приложение Активное и бесконфликтное общение с пользователями Обработка жалоб и запросов пользователей, отзывов на размещенных площадках Укрепление отношений между пользователями, регулирование настроения в группах/чатах Сбор и анализ обратной связи от пользователей Организация и публикация игровых новостей/событий Формирование обратной связи по запросам пользователей, передача ее команде разработчиков Формирование гайдов для пользователей на основе технической документации приложения Локализация клиента и поддержка пользователей на русском и английском языках Отчетность по постингу и работе техподдрежки Требования: Технические: Google Docs, Google Slides, графические редакторы: Adobe Photoshop, Canva или Recite; Онлайн-сервисы по проверке пунктуации и орфографии: Test The Text, «Орфограф», «Яндекс.Спеллер» или «Главред»; Сервисы по созданию опросов: Survey Monkey, Online Test Pad. Личные качества: Умение заводить знакомства, вовлекать людей в дискуссию; Вежливость, грамотная речь; Спокойствие и стрессоустройчивость; Аналитические и организационные способности; Лидерские качества; Активность и креативность мышления; Любопытство; Адаптивность . Мы предлагаем: Возможность работать в офисе компании с удобным для вас графиком; Достойное стартовое предложение и бонусы по результатам работы; Современный офис: кофемашина, игровые приставки и зоны отдыха в офисе; Корпоративное обучение: курсы, семинары, тренинги, конференции. Забота о здоровье: страхование от укусов клещей, ДМС от лучших врачей РФ, витаминизация и тд.<span> </span> Дружный коллектив и сильная сплоченная команда. Официальное оформление (праздники, оплата отпуска, больничного). Дополнительные бенефиты для сотрудников: * Корпоративное обучение: курсы, семинары, тренинги, конференции. * Забота о здоровье: страхование от укусов клещей, ДМС от лучших врачей РФ, витаминизация и тд. Если Ваше резюме нас заинтересовало, HR свяжется с Вами в течение 5 рабочих дней, если звонка не последовало, то в настоящее время компания не готова сделать Вам предложение. "," , , , , , , , , , , , , , , , , , , , , , ",не требуется,Комьюнити-менеджер,"Google Docs, Google Slides, графические редакторы: Adobe Photoshop, Canva или Recite;,Онлайн-сервисы по проверке пунктуации и орфографии: Test The Text, «Орфограф», «Яндекс.Спеллер» или «Главред»;,Сервисы по созданию опросов: Survey Monkey, Online Test Pad.",40000.0,25000.0,полный день,"Adobe Photoshop,Работа в команде,Английский язык,Креативность,Клиентоориентированность",Полная занятость,https://tyumen.hh.ru/vacancy/39504336
87,Магнитогорск,BelkaCar,,14 октября 2020," Компания BelkaCar предоставляет услуги по поминутной и посуточной аренде автомобилей в Москве. Мы продолжаем расширять службу поддержки пользователей и снова открываем вакансию оператора на прием входящих звонков. Обязанности: прием входящих звонков от пользователей консультирование по условиям предоставления сервиса, решение проблем в аренде автомобиля прием обращений и передача информации в профильные отделы Требования: опытный пользователь ПК грамотная устная и письменная речь доброжелательность и клиентоориентированность желание развиваться в сфере обслуживания клиентов наличие компьютера, головной гарнитуры, стабильного интернета опыт работы в колл-центрах от 1 года Технические требования: Windows 7 или выше Стабильный интернет (Mbps не менее 10, PING не более 10) USB гарнитура Условия: работа на дому обучение, сопровождение супервизором в самом начале работы возможность карьерного роста прием звонков через IP-телефонию дружный коллектив График работы 2/2 12-ти часовой рабочий день по Московскому времени: 9:00-21:00, 12:00-00:00, 13:00-01:00, 14:00-02:00, 15:00-03:00, 19:00-07:00 ","прием входящих звонков от пользователей,консультирование по условиям предоставления сервиса, решение проблем в аренде автомобиля,прием обращений и передача информации в профильные отделы",1–3 года,Специалист службы поддержки пользователей,,40000.0,25500.0,удаленная работа,"Грамотная речь,Пользователь ПК,Грамотность,Ведение переговоров,Деловое общение,Работа в команде,Телефонные переговоры,Ориентация на результат,Работа с большим объемом информации,Internet",Полная занятость,https://tyumen.hh.ru/vacancy/39808832
670,Челябинск,BelkaCar,,14 октября 2020," Компания BelkaCar предоставляет услуги по поминутной и посуточной аренде автомобилей в Москве. Мы продолжаем расширять службу поддержки пользователей и снова открываем вакансию оператора на прием входящих звонков. Обязанности: прием входящих звонков от пользователей консультирование по условиям предоставления сервиса, решение проблем в аренде автомобиля прием обращений и передача информации в профильные отделы Требования: опытный пользователь ПК грамотная устная и письменная речь доброжелательность и клиентоориентированность желание развиваться в сфере обслуживания клиентов наличие компьютера, головной гарнитуры, стабильного интернета опыт работы в колл-центрах от 1 года Технические требования: Windows 7 или выше Стабильный интернет (Mbps не менее 10, PING не более 10) USB гарнитура Условия: работа на дому обучение, сопровождение супервизором в самом начале работы возможность карьерного роста прием звонков через IP-телефонию дружный коллектив График работы 2/2 12-ти часовой рабочий день по Московскому времени: 9:00-21:00, 12:00-00:00, 13:00-01:00, 14:00-02:00, 15:00-03:00, 19:00-07:00 ","прием входящих звонков от пользователей,консультирование по условиям предоставления сервиса, решение проблем в аренде автомобиля,прием обращений и передача информации в профильные отделы",1–3 года,Специалист службы поддержки пользователей,,40000.0,25500.0,удаленная работа,"Грамотная речь,Пользователь ПК,Грамотность,Ведение переговоров,Деловое общение,Работа в команде,Телефонные переговоры,Ориентация на результат,Работа с большим объемом информации,Internet",Полная занятость,https://tyumen.hh.ru/vacancy/39808830
18,Челябинск,СофтПлюс,,12 октября 2020," ВНИМАНИЕ: в связи с пандемией мы временно перешли на удалённый формат работы. Однако, когда ситуация стабилизируется, мы планируем вернуться к офисному формату. Требования – Крепкие знания основ Android и Java (или Kotlin); – Опыт работы с Activity и Service; – Работа в офисе в Челябинске: удалённой работы нет. Задачи службы Разработка мобильных приложений для проектов zaycev.fm и mursic.ru на платформах Android. С нами вы освоите – RxJava2 – Retrofit – Glide – Firebase – Android Architecture Components – практическое применение MVVM, MVP, Clean Architecture Учиться предстоит самостоятельно, при поддержке опытной команды и с возможностью получать консультации у экспертов Челябинска. Условия – Офис открыт с 08.00 до 22.00, договоритесь в команде об удобном времени совместной работы. – От вас - качество работ, от нас - информация и оборудование по вашему запросу. – Оплачиваем образование: курсы и профильные конференции для решения рабочих задач. – Работаем без жестких дедлайнов и без KPI. – Есть возможность договориться о зарплате выше чем у обычного Junior, учитывая ваш опыт на других языках. Пара слов от лидера службы Мы – ребята, которым больше всех надо. Нас не пугают новые технологии, а сложные задачи воспринимаем как вызов. Наш основной проект – интернет радио zaycev.fm. Его особенность в том, что все сделано в облаке на open source решениях. Команда ведущих и музыкальных редакторов работает удаленно из разных стран. Команда разработки сосредоточена в Челябинске. Следующий проект – Support desk для наших мобильных приложений. В режиме чата мы напрямую общаемся с пользователями и узнаем о всех проблемах и запросах прямо с «передовой») Эта же платформа используется для проведения опросов, оповещений и пользовательских исследований. Ещё мы создаём музыкального помощника. Цель - сократить время пользователя на поиск музыки, подбор, каталогизацию и составление плейлистов Наши проекты доступны на Web, Android, iOS. Осваиваем Smart TV, AndroidAvto, AppleCar, Chromecast и другие перспективные направления. ",,не требуется,Начинающий Android разработчик,,40000.0,28000.0,гибкий график,"Java,Android,Kotlin",Полная занятость,https://tyumen.hh.ru/vacancy/39437671
38,Челябинск,Тихо74,"Работа в команде с линейным подчинением (у нас нет начальников и подчиненных, есть команда),График работы с 10-00 до 19-00,Режим home-office,Официальное трудоустройство по ТК РФ,Заработная плата оклад +%",28 сентября 2020," Уважаемый соискатель, для нас важно найти человека близкого к нам по духу, просим внимательно ознакомиться с нашими ценностями и пожеланиями ниже. Кто мы? Мы команда, которая делает действительно важный вклад в жизнь каждого человека, МЫ делаем сон Слаще, детские голоса Громче, Музыку веселее, Смех звучнее, а если конкретно, то мы делаем звукоизоляцию, которая работает! У нас нет начальников и подчиненных, у нас есть команда, где каждый готов прийти на помощь коллеге и подставить плечо, мы знаем слабые и сильные стороны друг друга, мы честны и открыты и сейчас нам нужен в команду: Менеджер по сопровождению клиентов. Первостепенная обязанность – сопровождать клиентов на этапе монтажных и общестроительных работ, координировать работу монтажных бригад, ориентировать клиентов по срокам завершения ремонта, отвечать на все поступающие вопросы. Требования: 1) Профессиональные: умение работать оперативно, желателен опыт работы в СРМ системах (у нас Битрикс24), готовность обрабатывать большое количество входящих обращений, умение общаться с людьми и слышать их, опыт в продажах по телефону 2) Личные: готовность брать ответственность за свои результаты и поступки, открытость, честность, нацеленность на результат, дисциплинированность, самоконтроль, умение расставлять приоритеты, переключаться быстро и пр. Условия: Работа в команде с линейным подчинением (у нас нет начальников и подчиненных, есть команда) График работы с 10-00 до 19-00 Режим home-office Официальное трудоустройство по ТК РФ Заработная плата оклад +% ",,1–3 года,Менеджер по сопровождению клиентов,"Работа в команде с линейным подчинением (у нас нет начальников и подчиненных, есть команда),График работы с 10-00 до 19-00,Режим home-office,Официальное трудоустройство по ТК РФ,Заработная плата оклад +%",40000.0,30000.0,полный день,"Холодные продажи,Активные продажи,Работа в команде,Клиентоориентированность,Навыки продаж",Полная занятость,https://tyumen.hh.ru/vacancy/39474291
62,Челябинск,Котельный завод ФАЧИ,"Пятидневная рабочая неделя (9.00-18.00).,Трудоустройство по ТК РФ (официально), соц. пакет,Своевременная, официальная З/П (два раза в месяц на банковскую карту) окладно-премиальная оплата (по результатам собеседования и работы от 25 т.р.),Металлургический район. возможна доставка служебным транспортом,Бесплатная охраняемая парковка,Питьевая вода в кулере,Направление деятельности: производство оборудования и нестандартных металлоконструкций, запчасти для промышленного оборудования,Условия работы не ограничиваются размером з/п, Нужно также учитывать уровень новых задач, и возможности для реализации творческого потенциала и креативной мысли.,Мы бы хотели видеть среди наших коллег высокомотивированных людей, которые хотят не только заработать деньги, но и привнести что-то полезное в мир.,Вы получите интересную работу в компании с международным брендом по производству стратегически важного оборудования, которое приносит людям тепло, где Вы сможете реализовать свои профессиональные навыки и возможности карьерного роста.,Готовность собеседования по Skype",17 сентября 2020," Обязанности: дизайн работа с соц.сетями, создание контента для соц.сетей и сайта (видео, фото), обработка контента (монтаж,обработка), работа с CMS сайта - обновление информации, общие маркетинговые задачи. Требования: Опыт работы с соц.сетями Знание графических программ: Photoshop, Corel Уверенный пользователь ПК Умение самостоятельно находить и обрабатывать информацию Инициативность, самоорганизованность, исполнительность, творческий потенциал, умение работать в режиме многозадачности Стаж работы от 2 лет Грамотная письменная и устная речь Условия: Пятидневная рабочая неделя (9.00-18.00). Трудоустройство по ТК РФ (официально), соц. пакет Своевременная, официальная З/П (два раза в месяц на банковскую карту) окладно-премиальная оплата (по результатам собеседования и работы от 25 т.р.) Металлургический район. возможна доставка служебным транспортом Бесплатная охраняемая парковка Питьевая вода в кулере Направление деятельности: производство оборудования и нестандартных металлоконструкций, запчасти для промышленного оборудования Условия работы не ограничиваются размером з/п, Нужно также учитывать уровень новых задач, и возможности для реализации творческого потенциала и креативной мысли. Мы бы хотели видеть среди наших коллег высокомотивированных людей, которые хотят не только заработать деньги, но и привнести что-то полезное в мир. Вы получите интересную работу в компании с международным брендом по производству стратегически важного оборудования, которое приносит людям тепло, где Вы сможете реализовать свои профессиональные навыки и возможности карьерного роста. Готовность собеседования по Skype ","дизайн,работа с соц.сетями,,создание контента для соц.сетей и сайта (видео, фото),,обработка контента (монтаж,обработка),,работа с CMS сайта - обновление информации,,общие маркетинговые задачи.",1–3 года,Маркетолог/ Контент-менеджер,"Опыт работы с соц.сетями,Знание графических программ: Photoshop, Corel,Уверенный пользователь ПК,Умение самостоятельно находить и обрабатывать информацию,Инициативность, самоорганизованность, исполнительность, творческий потенциал, умение работать в режиме многозадачности,Стаж работы от 2 лет,Грамотная письменная и устная речь",40000.0,30000.0,полный день,"Adobe Photoshop,Креативность,CorelDRAW,Дизайн,Написание текстов,Графический дизайн,Копирайтинг,Продвижение в социальных сетях",Полная занятость,https://tyumen.hh.ru/vacancy/39284016
134,Челябинск,Завод Тяжелых Гусеничных Машин,,5 октября 2020," Обязанности: Продвижение сайта (SEO, Контекст) Наполнение интернет-сайта контентом, администрирование интернет-сайта; - Построение аналитики и отчетности (знание Яндекс Метрики, Яндекс Вебмастера, Google Analytics, Google Search Console); - Анализ рынка сбыта продукции. - Анализ рынка конкурентов. -Размещение и продвижение рекламных компаний на интернет площадках, порталов спецтехники, досок объявлений. Требования: Опыт составления продающих объявления Google.Ads и Яндекс.Директ; Знание CRM, интернет-маркетинга, продакт-менеджмента, анализ рынка, маркетинговых исследований, ценообразования, Креативное мышление; Ответственность, исполнительность; Условия: график работы пн-пт с 10:00 до 18:00, сб, вск выходной. своевременная зарплата. ",,не требуется,Интернет-маркетолог,,40000.0,30000.0,полный день,"SEO оптимизация,Google Analytics,Яндекс.Метрика,Маркетинговый анализ,Яндекс.Директ",Полная занятость,https://tyumen.hh.ru/vacancy/39631298
718,Магнитогорск,МП Магнитогорский городской транспорт,,24 сентября 2020, Обязанности: контроль за эффективной работой информационной инфраструктуры предприятия ; информационная безопасность предприятия; Разработка и внедрение предложений по развитию и совершенствованию программного обеспечения; Осуществляет оперативную поддержку пользователей Требования: Высшее профессиональное образование Стаж работы не менее 3 лет Условия: Официальное трудоустройство ,,1–3 года,ИТ-специалист,,40000.0,30000.0,полный день,,Полная занятость,https://tyumen.hh.ru/vacancy/39419625
734,Челябинск,"Красное & Белое, розничная сеть",,13 октября 2020," Обязанности: Работа и продвижение HR-бренда. Обучение персонала через социальные сети. Обработка входящих сообщений. Размещение и написание постов. Составление плана работы на месяц. Отчетность о проделанной работе. Ведение статистики. Требования: Владение основными принципами работы социальных сетей. Владение информацией по новинкам. Креативность, ответственность. Оперативность выполнения поставленных задач. Опыт работы в аналогичной должности приветствуется. Условия: Пятидневная работа, с 9:00 до 18:00. Официальное трудоустройство. Официальная зарплата три раза в месяц на банковскую карту. ",,1–3 года,SMM-менеджер в отдел обучения,,40000.0,30000.0,полный день,"Креативность,Грамотность,Социальные сети",Полная занятость,https://tyumen.hh.ru/vacancy/39536154
736,Челябинск,Сеть магазинов цифровой и бытовой техники DNS,,18 сентября 2020," Обязанности: Диагностика неисправности оборудования Ремонт Крупной бытовой техники (холодильники, стиральные машины, посудомоечные, эл. плиты и т.д.) Ремонт ручного инструмента (УШМ, электролобзики, бензоинструмент и прочее). Тестирование техники после ремонта Контроль сроков проведения сервисных работ Заполнения сопроводительных документов и внесения в базу 1С Выезды к клиентам с целью диагностики и ремонта неисправности Требования: Обязателен опыт работы в области ремонта и обслуживания КБТ Установки и подключения КБТ Приветствуется: знание схемотехники, умение пайки холодильного оборудования,базовые навыки контактной и воздушной пайки. Знание типовых неисправностей КБТ Знание ПК и офисных программ - опытный пользователь Личностные качества: высокая работоспособность, внимательность, исполнительность, ответственность Условия: Официальное трудоустройство, социальный пакет, белая заработная плата; Белая заработная плата на испытательном сроке 33000 рублей, после сдельная оплата труда. Работа в коллективе единомышленников и профессионалов; График работы 5/2, с ""плавающими выходными"", с 10:00 до 19:00. Полный рабочий день; Компенсация ГСМ; Автомобиль компания не предоставляет; ",,1–3 года,Инженер по ремонту КБТ,,40000.0,33000.0,полный день,"Пользователь ПК,Грамотная речь,Работа с ТМЦ,Грамотность",Полная занятость,https://tyumen.hh.ru/vacancy/39322122
